"TABLENAME","CNNAME","KINDS","PKCOLUMN","MEMO"
"GSP_CORPORATION_CONSIGN_V","","2","",""
"GSP_CORPORATION_SHOPCARD_V","","2","",""
"GSP_DRUG_MANAGE_V","","2","",""
"GSP_EQUIPMENT_MAINTAIN_V","","2","",""
"GSP_EQUIPMENT_USED_V","","2","",""
"GSP_EQUIPMENT_V","","2","",""
"GSP_GOODSMAIN_V","","2","",""
"GSP_GOODS_UNQUALIFIED_V","","2","",""
"GSP_GSMP_PERMIT_V","","2","",""
"GSP_HEALTHY_PERMIT_V","","2","",""
"GSP_LIQUID_QUANLITY_CHECK_V","","2","",""
"GSP_MEDORG_CERTIFY_PERMIT_V","","2","",""
"GSP_MED_MANAGE_PERMIT_V","","2","",""
"GSP_MED_PRODUCT_PERMIT_V","","2","",""
"GSP_ORGANISE_CODE_PERMIT_V","","2","",""
"GSP_PERMIT_VALIDDATE_QUERY_V","","2","",""
"GSP_PHYSIC_QUALITY_CHECK_V","","2","",""
"GSP_QUALITY_FEEDBACK_V","","2","",""
"GSP_QUALITY_PROTOCOL_V","","2","",""
"GSP_SABACK_CHECK_V","","2","",""
"GSP_ST_CHECK_V","","2","",""
"GSP_ST_HUM_TEM_V","","2","",""
"GSP_ST_IO_RECORD_V","","2","",""
"GSP_TAX_REGISTRATION_V","","2","",""
"GS_EXPORT_FEEDBACK_V","","2","",""
"GS_PORDER_FEEDBACK_V","","2","",""
"HD_WMS_SECTION_TASK_LST_V","","2","",""
"HIS_HOSPITAL_V","","2","",""
"HIS_PDAOUT_DOC_V","","2","",""
"HIS_PURCHASEPLAN_DTL_V","","2","",""
"HIS_RECIEVE_TMP_V","","2","",""
"IMP_WMS_STQTY_DOC_V","","2","",""
"INF_G_OUT_T400_V","","2","",""
"NPBI_INSTANCE_V","","2","",""
"NPBI_VIEW_V","","2","",""
"NP_AUTHAREA_DEPT_V","","2","",""
"NP_AUTHAREA_HOV_AP_V","","2","",""
"NP_AUTHAREA_ROLEOP_V","","2","",""
"NP_AUTHAREA_ROLE_V","","2","",""
"NP_BI_ROLE_OP_V","","2","",""
"NP_EFILES_DIR_AUTH_V","","2","",""
"NP_EFILES_DIR_V","","2","",""
"NP_EFILES_FILE_AUTH_V","","2","",""
"NP_EFILES_FILE_V","","2","",""
"NP_EFILES_OP_V","","2","",""
"NP_EMPLOYEE_ROLE_V","","2","",""
"NP_HOV_AP_V","","2","",""
"NP_LOGIN_LOG_V","","2","",""
"NP_LOG_V","","2","",""
"NP_MESSAGE_ADMIN_V","","2","",""
"NP_MESSAGE_GROUP_USER_V","","2","",""
"NP_MESSAGE_MSGCENTER_V","","2","",""
"NP_MESSAGE_MYMSG_V","","2","",""
"NP_MESSAGE_QUEUE_V","","2","",""
"NP_MESSAGE_RECEIVED_V","","2","",""
"NP_MESSAGE_SEND_V","","2","",""
"NP_MESSAGE_V","","2","",""
"NP_PUB_DEPT_V","","2","",""
"NP_QF_INSTANCE_DTL_V","","2","",""
"NP_QF_INSTANCE_V","","2","",""
"NP_QF_INSTANCE_WAIT_V","","2","",""
"NP_QF_NODE_AUTH_V","","2","",""
"NP_REPORT_V","","2","",""
"NP_ROLE_OP_V","","2","",""
"NP_RUNOP_LOG_V","","2","",""
"NP_SHORTMSG_SETTING_V","","2","",""
"NP_USER_OP_V","","2","",""
"NP_WF_DEMO_FEE_V","","2","",""
"NP_WF_INSTANCE_QRY_V","","2","",""
"NP_WF_INSTANCE_V","","2","",""
"NP_WF_NODE_EMPLOYEEID_V","","2","",""
"NP_WF_NODE_INSTANCE_V","","2","",""
"NP_WF_NODE_ROLEID_V","","2","",""
"O1_TPL_ST_IO_DOC_V","","2","",""
"O1_WMS_HIS_PATCH_TPL1_V","","2","",""
"O1_WMS_HIS_PATCH_TPL2_V","","2","",""
"PUBSRV_MANAGER_V","","2","",""
"PUB_COMPANY_SET_DTL_V","","2","",""
"PUB_COMPANY_SET_V","","2","",""
"PUB_COMPANY_VIEW","","2","",""
"PUB_DDL_DTL_V","","2","",""
"PUB_DDL_V","","2","",""
"PUB_DEPT_V","","2","",""
"PUB_EMPLOYEE_HIS_V","","2","",""
"PUB_EMPLOYEE_V","","2","",""
"PUB_GOODS_SET_DTL_V","","2","",""
"PUB_GOODS_SET_V","","2","",""
"RF_BIGPOS_V","","2","",""
"RF_DYNAMICQTYCUT_V","","2","",""
"RF_GROUP_OP_MAN_V","","2","",""
"RF_GROUP_OP_V","","2","",""
"RF_HANDCARTPICK_V","","2","",""
"RF_INCHECK_V","","2","",""
"RF_INTASK_V","","2","",""
"RF_MAN_PICKAREA_SECTION_V","","2","",""
"RF_MOVEPOSIN_V","","2","",""
"RF_MOVEPOSPICK_V","","2","",""
"RF_NOORDER_RECEIVE_V","","2","",""
"RF_POSQUERY_V","","2","",""
"RF_SCATTERPICK_INFO_V","","2","",""
"RF_SCATTERPICK_V","","2","",""
"RF_STTRADE_V","","2","",""
"RF_TRADEIN_V","","2","",""
"RF_TRADEPICK_V","","2","",""
"RF_WHOLEPICK_V","","2","",""
"RF_WHOLETMPOUT_V","","2","",""
"SYS_DDL_ALL_V","","2","",""
"SYS_DDL_DTL_V","","2","",""
"SYS_DDL_V","","2","",""
"TMP_IP_V","","2","",""
"TMS_AREA_CODE_V","","2","",""
"TMS_DELIVERY_DOC_V","","2","",""
"TMS_DISPATCH_COST_V","","2","",""
"TMS_DISPATCH_DOC_V","","2","",""
"TMS_DISPATCH_DTL_V","","2","",""
"TMS_DISPATCH_IN_TRANSIT_V","","2","",""
"TMS_DRIVER_DELIVERY_QUERY_V","","2","",""
"TMS_DRIVER_V","","2","",""
"TMS_OUT_EMPLOYEE_V","","2","",""
"TMS_PARK_LST_V","","2","",""
"TMS_PARK_V","","2","",""
"TMS_ROUTE_POS_V","","2","",""
"TMS_SUBCONTRACT_COST_DTL_V","","2","",""
"TMS_SUBCONTRACT_COST_V","","2","",""
"TMS_SUBCONTRACT_DOC_V","","2","",""
"TMS_SUBCONTRACT_DTL_V","","2","",""
"TMS_TERRACE_V","","2","",""
"TMS_TRANSIT_POS_V","","2","",""
"TMS_TR_DOC_V","","2","",""
"TMS_VEHICLE_GAS_V","","2","",""
"TMS_VEHICLE_MAINTAIN_V","","2","",""
"TMS_VEHICLE_RECORD_V","","2","",""
"TMS_VEHICLE_TYPE_V","","2","",""
"TMS_VEHICLE_V","","2","",""
"TPLA_EDI_T320_V","","2","",""
"TPLA_EDI_T330_V","","2","",""
"TPLA_EDI_T340_V","","2","",""
"TPLA_EDI_T350_V","","2","",""
"TPLA_EDI_T360_V","","2","",""
"TPLA_EDI_T370_V","","2","",""
"TPLA_EDI_T380_V","","2","",""
"TPLA_EDI_T390_V","","2","",""
"TPLA_EDI_T400_V","","2","",""
"TPLA_EDI_T410_V","","2","",""
"TPLA_EDI_T800_V","","2","",""
"TPLA_EDI_T810_V","","2","",""
"TPLA_EDI_T820_V","","2","",""
"TPL_BACK_REASON_V","","2","",""
"TPL_CB_COST_DTL_V","","2","",""
"TPL_CB_COST_ITEM_QRY_V","","2","",""
"TPL_CB_COST_V","","2","",""
"TPL_CB_COST_WHITEM_QRY_V","","2","",""
"TPL_CB_EXPENSE_ITEM_V","","2","",""
"TPL_CB_LST_V","","2","",""
"TPL_CB_OPGDS_LST_V","","2","",""
"TPL_CB_OPGG_TATISTICS_V","","2","",""
"TPL_CB_OPGO_LST_V","","2","",""
"TPL_CB_OP_APPORTIONMENT_V","","2","",""
"TPL_CB_OP_STATISTICS_V","","2","",""
"TPL_CB_STGDS_LST_V","","2","",""
"TPL_CB_STGG_LST_V","","2","",""
"TPL_CB_STGO_LST_V","","2","",""
"TPL_CB_ST_STATISTICS_V","","2","",""
"TPL_CB_TRANS_REGION_LST_V","","2","",""
"TPL_CB_TRANS_STATISTICS_V","","2","",""
"TPL_CITY_V","","2","",""
"TPL_CONSOLE_OPERATOR_V","","2","",""
"TPL_CUST_RETVISIT_LST_V","","2","",""
"TPL_CUST_SERVICE_LST_V","","2","",""
"TPL_DAYCUT_SETUP_V","","2","",""
"TPL_DAYCUT_TASK_V","","2","",""
"TPL_DISTRICT_V","","2","",""
"TPL_ERP_CONN_LST_V","","2","",""
"TPL_EXPORT_ORDER_DTL_V","","2","",""
"TPL_EXPORT_ORDER_V","货主出库订单管理","2","","陈瀚文"
"TPL_FACTORY_HOV_V","","2","",""
"TPL_FORBIT_LST_V","","2","",""
"TPL_GOODSOWNER_FIX_V","","2","",""
"TPL_GOODSOWNER_HOV_V","","2","",""
"TPL_GOODSOWNER_OPSET_V","","2","",""
"TPL_GOODSOWNER_RESPONSE_SET_V","","2","",""
"TPL_GOODSOWNER_TO_WAREHOUSE_V","","2","",""
"TPL_GOODSOWNER_V","","2","",""
"TPL_GOODS_ALLDTL_INFO_V","","2","",""
"TPL_GOODS_DIFFERENCE_V","","2","",""
"TPL_GOODS_HOV_V","","2","",""
"TPL_GOODS_PACKS_V","","2","",""
"TPL_GOODS_PACKS_V1","","2","",""
"TPL_GOODS_PACK_HOV_V","","2","",""
"TPL_GOODS_TOTAL_QTY_V","","2","",""
"TPL_GOODS_V","","2","",""
"TPL_GO_COMPANY_HOV_V","","2","",""
"TPL_GO_COMPANY_MAN_V","","2","",""
"TPL_GO_COMPANY_V","","2","",""
"TPL_GO_CONNECTOR_V","","2","",""
"TPL_INOUT_ORDER_V","","2","",""
"TPL_INSPECTION_REPORT_V","","2","",""
"TPL_INVOICE_DOC_V","","2","",""
"TPL_INVOICE_DTL_V","","2","",""
"TPL_INVOICE_IN_V","","2","",""
"TPL_INVOICE_PRINT_V","","2","",""
"TPL_IN_ORDER_DTL_V","","2","",""
"TPL_IN_ORDER_V","","2","",""
"TPL_LICENSE_V","","2","",""
"TPL_ORDER_ALLOT_V","","2","",""
"TPL_OUT_ORDER_DTL_V","","2","",""
"TPL_OUT_ORDER_V","","2","",""
"TPL_OWNER_BACK_REASON_DEF_V","","2","",""
"TPL_OWNER_DDL_DEF_V","","2","",""
"TPL_OWNER_GOODSSTATUS_DEF_V","","2","",""
"TPL_OWNER_QUANSTATUS_DEF_V","","2","",""
"TPL_OWNER_TRANS_DEF_V","","2","",""
"TPL_PROVINCE_V","","2","",""
"TPL_PUB_COMPANY_V","","2","",""
"TPL_PUB_GOODS_CLASS_V","","2","",""
"TPL_PUB_GOODS_HOV_V","","2","",""
"TPL_PUB_GOODS_HOV_V1","","2","",""
"TPL_PUB_GOODS_V","","2","",""
"TPL_PUB_PACKNAME_DEF_V","","2","",""
"TPL_PUB_PACKS_V","","2","",""
"TPL_PURCHASE_ORDER_DTL_V","","2","",""
"TPL_PURCHASE_ORDER_V","","2","",""
"TPL_QTY_DAY_DTL_V","","2","",""
"TPL_QTY_DAY_V","","2","",""
"TPL_RULING_LST_DTL_V","","2","",""
"TPL_RULING_LST_V","","2","",""
"TPL_SERVICE_CTL_V","","2","",""
"TPL_SERVICE_LST_V","","2","",""
"TPL_ST_IO_DOC_V","","2","",""
"TPL_ST_QTY_DAY_LST_V","","2","",""
"TPL_ST_QTY_GOODSCLASS_V","","2","",""
"TPL_ST_QTY_LST_GOODSCLASS_V","","2","",""
"TPL_ST_QTY_LST_V","","2","",""
"TPL_ST_QTY_WAREH_SUM_V","","2","",""
"TPL_ST_QTY_WAREH_V","","2","",""
"TPL_SYS_LOG_V","","2","",""
"TPL_TRADE_DTL_V","","2","",""
"TPL_TRADE_ORDER_V","","2","",""
"TPL_UNQUALIFIED_GOODS_LST_V","","2","",""
"TPL_WAREHOUSE_HOV_V","","2","",""
"TPL_WAREHOUSE_SETUP_V","","2","",""
"TPL_WAREHOUSE_V","","2","",""
"TPL_WMS_CONN_LST_V","","2","",""
"TPRICE_ACC_DOC_V","","2","",""
"TPRICE_ACC_DTL_V","","2","",""
"TPRICE_ACC_ITEM_STATISTICS_V","","2","",""
"TPRICE_ACC_OWNERUSEMM_COST_V","","2","",""
"TPRICE_ACC_OWNER_STSTISTICS_V","","2","",""
"TPRICE_ACC_STATISTICS_V","","2","",""
"TPRICE_ACC_TINY_V","","2","",""
"TPRICE_ACC_TOTAL_STATISTICS_V","","2","",""
"TPRICE_ACC_TYPE_STATISTICS_V","","2","",""
"TPRICE_ACC_USEMM_TOTALCOST_V","","2","",""
"TPRICE_CORP_MODEL_DOC_V","","2","",""
"TPRICE_CORP_MODEL_JOB_V","","2","",""
"TPRICE_CORP_MODEL_STORE_V","","2","",""
"TPRICE_CORP_MODEL_TRANS_V","","2","",""
"TPRICE_DAYCUT_V","","2","",""
"TPRICE_ESTIMATE_DOC_V","","2","",""
"TPRICE_ESTIMATE_DTL_V","","2","",""
"TPRICE_ESTIMATE_MODEL_V","","2","",""
"TPRICE_GOODS_TYPE_V","","2","",""
"TPRICE_GO_JOB_DTL_V","","2","",""
"TPRICE_GO_PRICE_DOC_V","","2","",""
"TPRICE_GO_STORE_DTL_V","","2","",""
"TPRICE_GO_TRANS_DTL_V","","2","",""
"TPRICE_JOB_TYPE_V","","2","",""
"TPRICE_MODEL_DOC_V","","2","",""
"TPRICE_MODEL_JOB_V","","2","",""
"TPRICE_MODEL_STORE_V","","2","",""
"TPRICE_MODEL_TRANS_V","","2","",""
"TPRICE_OWNER_ITEM_STSTISTICS_V","","2","",""
"TPRICE_OWNER_USEMM_STA_DTL_V","","2","",""
"TPRICE_OWNER_USEMM_STA_V","","2","",""
"TPRICE_PRICE_TYPE_V","","2","",""
"TPRICE_STORE_TYPE_HOV_V","","2","",""
"TPRICE_STORE_TYPE_V","","2","",""
"TPRICE_TRANS_REGION_V","","2","",""
"TPRICE_TRANS_TYPE_V","","2","",""
"TPRICE_USEDAY_V","","2","",""
"TPRICE_USEMM_DTL_V","","2","",""
"TPRICE_USEMM_V","","2","",""
"WMS_ABC_V","","2","",""
"WMS_BARCODE2V_DOC_V","","2","",""
"WMS_BOX_DOC_V","","2","",""
"WMS_BOX_DTL_V","","2","",""
"WMS_CHANNEL_DEF_V","","2","",""
"WMS_CHANNEL_DTL_V","","2","",""
"WMS_CODE_RULE_V","","2","",""
"WMS_CONTAINER_DEF_V","","2","",""
"WMS_DATACHECK_DOC_V","","2","",""
"WMS_DATACHECK_DTL_V","","2","",""
"WMS_DATACHECK_TYPE_V","","2","",""
"WMS_DATAIMP_DOC_V","","2","",""
"WMS_DEVICE_DEF_V","","2","",""
"WMS_DEVICE_DPS_SETUP_V","","2","",""
"WMS_DEVICE_SETUP_V","","2","",""
"WMS_DEVICE_WCS_SETUP_V","","2","",""
"WMS_ECODE_RECORD_V","","2","",""
"WMS_ELABLE_ADDRESS_V","","2","",""
"WMS_ELABLE_DEF_V","","2","",""
"WMS_ERP_COMPARE_QTY_V","","2","",""
"WMS_ERP_ST_QTY_V","","2","",""
"WMS_GOODSCODE_V","","2","",""
"WMS_GOODSOWNER_STATISTCS_V","","2","",""
"WMS_GOODSOWNER_TO_SECTION_V","","2","",""
"WMS_GOODSSTATUS_V","","2","",""
"WMS_GOODS_ALLOCATE_RULE_DTL_V","","2","",""
"WMS_GOODS_ALLOCATE_RULE_V","","2","",""
"WMS_GOODS_CENTER_PACK_V","","2","",""
"WMS_GOODS_CHECK_RULE_V","","2","",""
"WMS_GOODS_DEF_POS_V","","2","",""
"WMS_GOODS_FEATURE_V","","2","",""
"WMS_GOODS_LOT_CONSERVE_V","","2","",""
"WMS_GOODS_LOT_V","","2","",""
"WMS_GOODS_QTYLIMIT_DEF_V","","2","",""
"WMS_GOODS_REPLENISHMENT_V","","2","",""
"WMS_GOODS_STORE_RULE_DTL_V","","2","",""
"WMS_GOODS_STORE_RULE_V","","2","",""
"WMS_GOODS_STORE_UNUSUAL_V","","2","",""
"WMS_GOODS_TO_POSTYPE_V","","2","",""
"WMS_GOODS_TO_SECTION_V","","2","",""
"WMS_GOODS_TRADE_V","","2","",""
"WMS_GROUP_DEF_V","","2","",""
"WMS_GROUP_MAN_V","","2","",""
"WMS_GSPCHECK_V","","2","",""
"WMS_HIS_PATCH_V","","2","",""
"WMS_HOSPITAL_V","","2","",""
"WMS_HOSTDISTRICT_V","","2","",""
"WMS_HOSTPITAL_REC_V","","2","",""
"WMS_INSTANS_MANGE_DOC_V","","2","",""
"WMS_INSTANS_MANGE_DTL_V","","2","",""
"WMS_INSTANS_QTY_LST_V","","2","",""
"WMS_IN_ORDER_CHECK_V","","2","",""
"WMS_IN_ORDER_DTL_V","","2","",""
"WMS_IN_ORDER_PRINT_V","","2","",""
"WMS_IN_ORDER_V","","2","",""
"WMS_IN_RECINVE_V","","2","",""
"WMS_LOT_MODIFY_LST_V","","2","",""
"WMS_LOT_QTY_V","","2","",""
"WMS_OPERATION_TO_SECTION_V","","2","",""
"WMS_OUT_ORDER_DTL_V","","2","",""
"WMS_OUT_ORDER_LOT_DTL_V","","2","",""
"WMS_OUT_ORDER_V","","2","",""
"WMS_PACKING_V","","2","",""
"WMS_PACKSEQ_LST_V","","2","",""
"WMS_PACK_MODIFY_LST_V","","2","",""
"WMS_PACK_SHIP_V","","2","",""
"WMS_PARTSOUT_CHECKED_V","","2","",""
"WMS_PARTSOUT_CHECK_V","","2","",""
"WMS_PDA_OUT_V","","2","",""
"WMS_PICKAREA_POS_DEF_V","","2","",""
"WMS_PICKAREA_TASK_DTL_V","","2","",""
"WMS_PICKAREA_TASK_LST_V","","2","",""
"WMS_PICKAREA_V","","2","",""
"WMS_PICKFLOW_V","","2","",""
"WMS_PICK_JIANSHU_V","","2","",""
"WMS_POS_COLLECT_DEF_V","","2","",""
"WMS_POS_COLLECT_DTL_V","","2","",""
"WMS_POS_COLLECT_V","","2","",""
"WMS_POS_DEF_V","","2","",""
"WMS_POS_TYPE_V","","2","",""
"WMS_PREPARE_IN_V","","2","",""
"WMS_PROC_QTY_CUT_DTL_V","","2","",""
"WMS_QTY_CUT_DTL_V","","2","",""
"WMS_QTY_CUT_PLAN_DTL_V","","2","",""
"WMS_QTY_CUT_PLAN_REPORT_V","","2","",""
"WMS_QTY_CUT_PLAN_V","","2","",""
"WMS_QTY_CUT_V","","2","",""
"WMS_QUERY_V","","2","",""
"WMS_RECEIVE_DETAIL_V","","2","",""
"WMS_RECEIVE_DOC_V","","2","",""
"WMS_RECEIVE_DTL_V","","2","",""
"WMS_RECEIVE_V","","2","",""
"WMS_RESOURCE_POS_USE_V","","2","",""
"WMS_RF_MAC_V","","2","",""
"WMS_RF_OPERATOR_V","","2","",""
"WMS_RF_REG_V","","2","",""
"WMS_RULING_LST_DTL_V","","2","",""
"WMS_RULING_LST_V","","2","",""
"WMS_SAMPLING_ADDRESS_V","","2","",""
"WMS_SAMPLING_POINT_V","","2","",""
"WMS_SECTION_TASK_DTL_V","","2","",""
"WMS_SECTION_TASK_LST_V","","2","",""
"WMS_SHIPPOS_FIXED_V","","2","",""
"WMS_SHIPPOS_FIX_V","","2","",""
"WMS_SHIP_ZONE_OF_RULE_V","","2","",""
"WMS_SHIP_ZONE_POS_RULE_V","","2","",""
"WMS_SHIP_ZONE_POS_V","","2","",""
"WMS_SHIP_ZONE_RULE_V","","2","",""
"WMS_SHIP_ZONE_V","","2","",""
"WMS_STATE_SECTION_V","","2","",""
"WMS_ST_AREA_DEF_V","","2","",""
"WMS_ST_AREA_HOV_V","","2","",""
"WMS_ST_GOODS_LOT_V","","2","",""
"WMS_ST_IO_DOC_HIS_V","","2","",""
"WMS_ST_IO_DOC_INIT_V","","2","",""
"WMS_ST_IO_DOC_OUT_V","","2","",""
"WMS_ST_IO_DOC_QUERY_V","","2","",""
"WMS_ST_IO_DOC_V","","2","",""
"WMS_ST_MV_CFG_V","","2","",""
"WMS_ST_QTY_LST_V","","2","",""
"WMS_ST_SECTION_DEF_V","","2","",""
"WMS_ST_SECTION_HOV_V","","2","",""
"WMS_TASK_DOC_V","","2","",""
"WMS_TASK_DTL_V","","2","",""
"WMS_TRADEREPORT_V","","2","",""
"WMS_TRADE_DTL_V","","2","",""
"WMS_TRADE_ORDER_V","","2","",""
"WMS_TRADE_POS_V","","2","",""
"WMS_TRANSPORT_ADDRESS_V","","2","",""
"WMS_TRANSPORT_MODE_V","","2","",""
"WMS_TRANS_ROUTE_V","","2","",""
"WMS_TRDOC_REPORT_DTL_V","","2","",""
"WMS_TR_ROUTE_V","","2","",""
"WMS_TURNBOX_DOC_V","","2","",""
"WMS_TURNBOX_IO_V","","2","",""
"WMS_TURNOVER_LST_V","","2","",""
"WMS_WAVEREPORT_DOC_V","","2","",""
"WMS_WAVEREPORT_DTL_V","","2","",""
"WMS_WAVETASKREPORT_DTL_V","","2","",""
"WMS_WAVE_DOC_V","","2","",""
"WMS_WAVE_DTL_HOV_V","","2","",""
"WMS_WAVE_DTL_V","","2","",""
"WMS_WAVE_DTL_YJD_V","","2","",""
"WMS_WAVE_GOODS_DTL_V","","2","",""
"WMS_WAVE_MODEL_DEF_V","","2","",""
"WMS_WAVE_RELEASE_PLAN_V","","2","",""
"WMS_WHOLECHECK_V","","2","",""
"WMS_WHOLE_PACK_SHIP_V","","2","",""
"WMS_WHOLE_SHIP_V","","2","",""
"ZONE_PICKFLOW_RULE_V","","2","",""
"ZX_DIS_COLLECT_V","","2","",""
"ZX_ERPWMS_ST_DIFFQTY_V","","2","",""
"ZX_ERPWMS_ST_DIFFQTY_V1","","2","",""
"ZX_ERP_NOTIN_WMSOUTORDER_V","","2","",""
"ZX_GOODSIN2TURNBOX_V","","2","",""
"ZX_GTOE_PURCHASE_ERROR_V","","2","",""
"ZX_PCD_V","","2","",""
"ZX_RECEIPT_CHECKDETAIL_V","","2","",""
"ZX_TWOBOXING_DOC_V","","2","",""
"ZX_TWOBOXING_DTL_V","","2","",""
"ZX_TWOBOXING_PRINT_V","","2","",""
"ZX_WBOX_FLOW_V","","2","",""
"ZX_WBOX_MANAGER_V","","2","",""
"ZX_WBOX_TOTAL_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_QUEUE_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T101_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T102_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T103_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T301_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T302_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T310_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T320_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T340_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T350_V","","2","",""
"ZX_WMSINTERFACEINFO_TO_T400_V","","2","",""
"ZX_WMS_GOODS_TO_SUPPLYER_V","","2","",""
"ZX_WMS_INTERFACEINFO_V","","2","",""
"WMS_YJD_WAVE_GOODS_DTL_V","","2","",""
"ZX_FILEGROUPID","","1","",""
"LYZX_TPRICE_GOODS","专项货品信息表","1","GOODSID","程宇哲"
"LYZX_TPRICE_GOODS_V","","2","",""
"LY_ZX_WMS_QTYLST_VALID_V","","2","",""
"ZX_SETBOXCODE_V","","2","",""
"TPL_GOODSOWNER_V1","","2","",""
"ZX_DYFPAGE_FLAG","","1","",""
"XMLY_WMS_YJD_ORDER_V","","2","",""
"XMLY_WMS_YJD_ORDER_V1","","2","",""
"XYUE","","2","",""
"ZX_WMS_PICKAREA_TASK_DTL_V","","2","",""
"ZX_WMS_SECTION_TASK_DTL_V","","2","",""
"ZYC_WMS_WAVE_DTL_V","","2","",""
"TPL_EDI_GSP_QUALITY_RECHECK_V","","2","",""
"ZX_GSP_QUALITY_FEEDBACK","","1","",""
"ZX_GSP_QUALITY_FEEDBACK_V","","2","",""
"T_GSP_QUALITY_RECHECK_WMS_HIS","","1","",""
"T_GSP_QUALITY_RECHECK_WMS","","1","",""
"T_SHGL","","1","",""
"ZX_ZYC_WAREH_SHR","","1","",""
"WMS_CANCEL_JOB_LST_BAK20151208","","1","",""
"T_ERP_TO_WMS_FEEDBACK","","1","",""
"TPL_EDI_SHGL_V","","2","",""
"T_GSP_CONSERVE_V","","2","",""
