"TABLENAME","CNNAME","KINDS","PKCOLUMN","MEMO"
"API_TMP_IN_ORDER","","1","",""
"API_TMP_IN_ORDER_DTL","","1","",""
"API_IMP_IN_ORDER","","1","",""
"API_IMP_IN_ORDER_DTL","","1","",""
"API_TMP_OUT_ORDER","","1","",""
"API_TMP_OUT_ORDER_DTL","","1","",""
"TAIDE_WMS2SAP_DBRK","","1","",""
"TAIDE_WMS2SAP_KCZY","","1","",""
"TAIDE_WMS2SAP_SHTXD","","1","",""
"API_50TMS_CONFIG","","1","",""
"SYS_GOODSOWNER2WAREH_CONFIG","","1","",""
"API_50TMS_OUT_ORDER","","1","",""
"API_50TMS_OUT_ORDER_DTL","","1","",""
"XYUE_TMP_ERRPOSID","","1","",""
"XYUE_TMP_POSSEQ","","1","",""
"API_IMP_OUT_ORDER_DTL","","1","",""
"API_IMP_OUT_ORDER","","1","",""
"XYUE_TMP_UDI_CODE","","1","",""
"API_50TMS_ORDER_CHAINFLAG_V","","2","",""
"WMS_GOODS_REPLENISHMENT","补货策略表","1","SETUPID","程宇哲"
"API_50TMS_OUT_ORDER_DTL_V","","2","",""
"API_50TMS_OUT_ORDER_V","","2","",""
"API_IMP_CUSTOMER_RTN_V","","2","",""
"API_INORDERDTL_FINISH_V","","2","",""
"API_INORDER_FINISH_V","","2","",""
"API_OUTORDER_FINISH_V","","2","",""
"API_OUTPUT_WMS_QTY_LST_V","","2","",""
"API_TMS_TR_DOC_V","","2","",""
"API_WMS_QTY_LST_V","","2","",""
"AUTO_TASK_INIT_V","","2","",""
"AUTO_TASK_V_20220921","","2","",""
"AUTO_TASK_V_BAK","","2","",""
"WMS_GROUP_DEF","作业小组表","1","GROUPID","程宇哲"
"TAIDE_WMS2SAP_DBRK_V","","2","",""
"TAIDE_WMS2SAP_KCZY_V","","2","",""
"TAIDE_WMS2SAP_SHTXD_V","","2","",""
"V_SJMB_GOODSCUBAGE","","2","",""
"WCS_DEVICE_GOODS_INOUT_V","","2","",""
"GSP_MED_PRODUCT_PERMIT","药品生产企业许可证","1","PERMITID","陈瀚文"
"PUB_PRINTPOINT_DTL","自动打印管理-细单","1","SEQID","陈瀚文"
"TMS_DISPATCH_DTL","交接单回执管理","1","DISPATCHDTLID","陈瀚文"
"WMS_WAVE_MODEL_DEF","波次模板定义表","1","WAVEMODELID","陈瀚文"
"TPL_DRUGFORM","物流货品剂型定义","1","DRUGFORMID","陈瀚文"
"PUB_COMPANY_SET_DTL","客户集合查询管理细单","1","SETDTLID","陈瀚文"
"TPL_ST_QTY_DAY_LST","每日库存表","1","WAREHID,GOODSOWNERID,OWNERGOODSID,GOODSID,GOODSPACKID,BATCHNO,LOTID,GOODSSTATUSID,CREDATE","程宇哲"
"ZX_TL_DISPATCH_TMP","","1","",""
"XYUE_TMP_WAVEDTLID","","1","",""
"API_50TMS_WAVEDTL","","1","",""
"API_50TMS_TMP_DISPATCH","","1","",""
"API_50TMS_TMP_DISPATCH_DTL","","1","",""
"ZX_WATCH_STORAGECONDITION","","1","",""
"XYUE_TMP_DYF_YYY","","1","",""
"XYUE_IMP_DYFYYY_INORDER","","1","",""
"API_TMP_RXMSG_DOC","","1","",""
"API_TMP_RXMSG_DTL","","1","",""
"XYUE_TMP_SCXK","","1","",""
"XYUE_TMP_MAH","","1","",""
"API_50TMS_WAVEDTL_DTL_V","","2","",""
"API_50TMS_WAVEDTL_V","","2","",""
"API_TMP_RXMSG_DOC_V","","2","",""
"API_TMP_RXMSG_DTL_V","","2","",""
"MEDICALDEVICE_CONSERVE_V","","2","",""
"MEDICALDEVICE_INCHECK_V","","2","",""
"MEDICALDEVICE_OUTCHECK_V","","2","",""
"MEDICALDEVICE_OUT_V","","2","",""
"MEDICALDEVICE_RECEIVING_V","","2","",""
"MEDICALDEVICE_RETURNING_V","","2","",""
"MEDICALDEVICE_TRANSPORT_V","","2","",""
"TAIDE_WMS2SAP_SHTXD_DOC_V","","2","",""
"TAIDE_WMS2SAP_SHTXD_DTL_V","","2","",""
"TAIDE_WMS2SAP_SHTXD_PRINT_V","","2","",""
"XYUE_TMP_TDPRINT_V","","2","",""
"ZX_700017_V","","2","",""
"ZX_DTXF_ECODE_RECORD_V","","2","",""
"ZX_WATCH_STORAGECONDITION_V","","2","",""
"WMS_BARCODE2V_DTL","二维条码打印内容查询","1","SEQDTLID","陈瀚文"
"TPRICE_USEMM","逻辑月定义-总单","1","USEMM","陈瀚文"
"PUB_COMPANY_SET","客户集合查询管理-总单","1","SETID","陈瀚文"
"TPL_IN_ORDER_DTL","物流入库细单表","1","INDTLID","程宇哲"
"TPL_DISTRICT","区域维护表","1","DISTRICTID","陈瀚文"
"GSP_APPLIANCE_MANAGE_PERMIT","医疗器械经营企业许可证","1","APPLIANCEID","陈瀚文"
"WMS_ST_SECTION_DEF","存储分区表","1","SECTIONID","程宇哲"
"GSP_ORGANISE_CODE_PERMIT","组织机构代码证","1","CODEID","陈瀚文"
"WMS_GOODS_TO_SECTION","分区存储表","1","DEFID","程宇哲"
"GSP_CONSERVE","货品养护记录查询","1","CONSERVEID","陈瀚文"
"TPL_GOODSOWNER_TO_WAREHOUSE","货主综合信息-货主相关物流中心表","1","RELKEYID","程宇哲"
"GSP_LIQUID_QUALITY_CHECK","澄明度检验记录查询","1","CHECKID","陈瀚文"
"TPL_INVOICE_IN","货主发票入库-总单","1","KEYID","陈瀚文"
"GSP_WARE_COMPANY_LICENSE","","1","",""
"GSP_WARE_LICENSE_TYPE","","1","",""
"BS_BUSCOPE","","1","",""
"GSP_AC_WAREHOUSE_SCOPE","","1","",""
"GSP_AC_LICENSE_SCOPE","","1","",""
"GSP_AC_GOODS_LICENSE","","1","",""
"INTER_ERPTOWMS_LICENSE","","1","",""
"INTER_ERPTOWMS_LICENSE_TYPE","","1","",""
"BS_BUSCOPE_V","经营范围档案","2","",""
"BS_WMS_CHECK_V3","","2","",""
"BS_WMS_FH_V3","","2","",""
"BS_WMS_IN_V3","","2","",""
"BS_WMS_OUT_V3","","2","",""
"BS_WMS_STORAGE_V3","","2","",""
"BS_WMS_TRADE_V3","","2","",""
"BS_WMS_TR_PACKNUM_V3","","2","",""
"BS_WMS_WORK_V3","","2","",""
"GSP_AC_GOODS_LICENSE_V","","2","",""
"GSP_AC_LICENSE_SCOPE_V","","2","",""
"GSP_AC_WAREHOUSE_SCOPE_V","","2","",""
"GSP_WARE_COMPANY_LICENSE_V","","2","",""
"GSP_WARE_LICENSE_TYPE_V","","2","",""
"IWCS_GSP_ST_IO_RECORD_V","","2","",""
"XYUE_TMP_SUPPLYER","","1","",""
"XYUE_TMP_FC","","1","",""
"XYUE_TMP_CHANGELOTID","","1","",""
"WMS_GOODS_TO_POSTYPE","货位类型存储属性表","1","DEFID","程宇哲"
"ZX_TL_TPLGOODS_SUPPLYER","","1","",""
"WMS_GOODS_LOT_YJDFLAG","","1","",""
"XYUE_TMP_YISHAN_GOODSPACK","","1","",""
"XYUE_IMP_XGBZ","","1","",""
"ZX_TL_COMPANYCLASS","","1","",""
"ZX_TL_TMSVEHICLE_TMP","","1","",""
"ZX_SALES_INVNO_WB","","1","",""
"ZX_SALES_INVNO_WB_HIS","","1","",""
"ZX_WB_OUT_ORDER","","1","",""
"ZX_WB_OUT_ORDER_DTL","","1","",""
"ZX_710073_DTL","","1","",""
"XYUE_TMP_IMPPOSSEQ","","1","",""
"ZX_710076_DTL","","1","",""
"XYUE_IMP_JHPOS","","1","",""
"ZX_YZJ_GOODS","","1","",""
"XYUE_TMP_TEST1","","1","",""
"XYUE_TMP_TEST2","","1","",""
"WCS_DEVICE_GOODS","","1","",""
"XYUE_TMP_OWNERGOODSID","","1","",""
"XYUE_TMP_IMPPRICE","","1","",""
"XYUE_IMP_GXGOODS","","1","",""
"XYUE_IMP_GOODSCLASS","","1","",""
"XYUE_IMP_WB_IN_ORDER_DTL","","1","",""
"AUTO_BACKBILL_WAVEDTLID_V","","2","",""
"AUTO_TASK_TRADE_V","","2","",""
"AUTO_TASK_V","","2","",""
"FZLYBS_INBACK_DTL_V","","2","",""
"FZLYBS_INBACK_DTL_V1","","2","",""
"FZLYBS_INBACK_DTL_YZJ_V1","","2","",""
"FZLYBS_INBACK_ORDER_V","","2","",""
"FZLYBS_INBACK_ORDER_YZJ_V","","2","",""
"FZLYBS_IN_ORDER_DTL_YZJ_V1","","2","",""
"FZLYBS_IN_ORDER_YZJ_V","","2","",""
"FZLYBS_OUTBACK_DTL_V","","2","",""
"FZLYBS_OUTBACK_DTL_V1","","2","",""
"FZLYBS_OUTBACK_DTL_YZJ_V1","","2","",""
"FZLYBS_OUTBACK_ORDER_V","","2","",""
"FZLYBS_OUTBACK_ORDER_YZJ_V","","2","",""
"FZLYBS_OUT_ORDER_DTL_YZJ_V1","","2","",""
"FZLYBS_OUT_ORDER_YZJ_V","","2","",""
"FZLYBS_PSMXCX_V","","2","",""
"FZLYBS_PSMXCX_V1","","2","",""
"FZLYBS_STORAGE_DOC_YZJ_V","","2","",""
"FZLYBS_STORAGE_DOC_YZJ_V1","","2","",""
"FZLYBS_TMS_TR_DOC_V","","2","",""
"FZLYBS_TMS_TR_DTL_V","","2","",""
"FZLYBS_TMS_TR_DTL_V1","","2","",""
"LYYYBS_WMS_WORK_V","","2","",""
"LYYY_WMS_CHECK_V","","2","",""
"LYYY_WMS_FH_V","","2","",""
"LYYY_WMS_IN_V","","2","",""
"LYYY_WMS_OUT_V","","2","",""
"LYYY_WMS_STORAGE_V","","2","",""
"LYYY_WMS_TRADE_V","","2","",""
"WCS_DEVICE_GOODS_V","设备配件基础数据维护","2","",""
"ZX_700009_V","","2","",""
"ZX_700010_V","","2","",""
"ZX_700011_V","","2","",""
"ZX_700012_V","","2","",""
"ZX_710071_V","","2","",""
"ZX_710072_V","","2","",""
"ZX_710073_DTL_V","","2","",""
"ZX_710074_V","","2","",""
"ZX_710076_DTL_V","","2","",""
"ZX_710076_V","","2","",""
"ZX_710082_V","","2","",""
"ZX_740001_V","","2","",""
"ZX_740002_V","","2","",""
"ZX_800003_V","","2","",""
"ZX_800004_V","","2","",""
"ZX_800007_V","","2","",""
"ZX_UDI_INBACK_V","","2","",""
"ZX_WB_OUT_ORDER_DTL_V","","2","",""
"ZX_WB_OUT_ORDER_V","","2","",""
"ZX_YSJJD_DTL_V","","2","",""
"ZX_YSJJD_DTL_V1","","2","",""
"ZX_YSJJD_V","","2","",""
"ZX_YSJJD_V1","","2","",""
"GSP_APPLIANCE_PRODUCT_PERMIT","医疗器械生产许可证","1","APPMITID","陈瀚文"
"TPRICE_TRANS_TYPE","物流车辆运输统计表","1","TRANSTYPEID","陈瀚文"
"WMS_BARCODE2V_MODE_DOC","二维码模板表","1","MODEDOCID","程宇哲"
"TPL_WAREHOUSE_SETUP","物流中心信息维护-物流中心车型表","1","KEYID","程宇哲"
"PUB_EMPLOYEE","员工表","1","EMPLOYEEID","程宇哲"
"TPL_BACK_REASON","退货原因表","1","BACKID","程宇哲"
"TPRICE_GOODS_TYPE","货品计费类型表","1","GOODSTYPEID","程宇哲"
"TPL_QTY_DAY_DTL","与货主库存对比查询","1","DAYDTLID","陈瀚文"
"WMS_QTY_CUT_PLAN_DTL","计划盘点管理-细单","1","PLANDTLID",""
"WMS_WAVE_DTL","波次分配表-细单","1","WAVEDTLID","陈瀚文"
"API_50TMS_ADDRESS_V","","2","",""
"BS_WMS_CHECK_TJ_V","","2","",""
"BS_WMS_FH_TJ_V","","2","",""
"BS_WMS_IN_TJ_V","","2","",""
"BS_WMS_OUT_TJ_V","","2","",""
"BS_WMS_STORAGE_TJ_V","","2","",""
"BS_WMS_WORK_TJ_V","","2","",""
"GSPWEB_QTY_LST_V","","2","",""
"XYUE_TMP_TRID","","1","",""
"TMS50_DISPATCH_DTL","","1","",""
"TMS50_DISPATCH_DOC","","1","",""
"XYUE_TMP_T301HIS","","1","",""
"API_50TMS_ADDRESS","","1","",""
"WMS_RECALL_LOT_REG","","1","",""
"XYUE_TMP_9102","","1","",""
"XYUE_TMP_9102_WMS","","1","",""
"XYUE_TMP_FETCHDTLID","","1","",""
"API_50TMS_ROUTEPOS_V","","2","",""
"INTER_CUSTOMER_V1","","2","",""
"INTER_GOODSOWNER_V1","","2","",""
"INTER_GOODS_V1","","2","",""
"INTER_SUPPLYER_V1","","2","",""
"OSGC_IWCS_CONFIG_V","","2","",""
"TMS_LUYAN_DISPATCH_V","","2","",""
"TMS_LUYAN_TR_DOC_SALER_V_BAK","","2","",""
"WMS_RECALL_LOT_REG_V","","2","",""
"WMS_GO_BILL_DOC","","1","",""
"API_ECODE_QUERY_V","","2","",""
"WMS_GO_BILL_DTL","","1","",""
"ZX_TL_6204_TMP","","1","",""
"ZX_710085","","1","",""
"XYUE_TMP_HFGOODSID","","1","",""
"WMS_WORKLOAD_DTL","","1","",""
"XYUE_TMP_KG","","1","",""
"XYUE_TMP_GOODSCUBAGE","","1","",""
"XYUE_TMP_TPL_GOODS_PACKS","","1","",""
"WMS_LUYAN_DEVGROUPCODE","","1","",""
"TMS_LUYAN_DEVGROUPCODE_DTL","","1","",""
"WMS_LUYAN_DEVGROUPCODE_DTL","","1","",""
"WMS_LUYAN_HUMITURE_RECORD","","1","",""
"CNBG_AIINFO","","1","",""
"WMS_WORK_CALENDAR","","1","",""
"CNBG_AIINFO_copy1","","1","",""
"XYUE_TMP_TMSTESTORDER","","1","",""
"BOND_WAREHOUSE_QTY_LST","","1","",""
"BOND_WAREHOUSE_OUTORDER","","1","",""
"BOND_WAREHOUSE_OUTORDERDTL","","1","",""
"BOND_WAREHOUSE_INORDER","","1","",""
"BOND_WAREHOUSE_INORDERDTL","","1","",""
"TRACK_OUT_ORDER_DISPATCHMSG","","1","",""
"XYUE_TMP_DEL_COMPANY","","1","",""
"TRACK_IN_ORDER_DTL","","1","",""
"XYUE_TMP_DEL_GOODS","","1","",""
"TRACK_OUT_ORDER_GOODSMSG","","1","",""
"XYUE_TMP_ST_QTY_LST","","1","",""
"WMS_GO_BILL_COST_DTL","","1","",""
"TRACK_IN_ORDER","","1","",""
"TRACK_OUT_ORDER_DTL","","1","",""
"XYUE_TMP_DISPATCHMSG","","1","",""
"XYUE_TMP_LYT_LST","","1","",""
"CHW_WMS_ACCOUNT_CHECK","","1","",""
"WMS_GO_BILL_COST_DOC","","1","",""
"TRACK_OUT_ORDER","","1","",""
"API_TR_QUERY_V","","2","",""
"API_UDICODE_QUERY_V","","2","",""
"BOND_WAREHOUSE_INORDERDTL_V","","2","",""
"BOND_WAREHOUSE_INORDER_V","","2","",""
"BOND_WAREHOUSE_OUTORDERDTL_V","","2","",""
"BOND_WAREHOUSE_OUTORDER_V","","2","",""
"BOND_WAREHOUSE_QTY_LST_V","保税仓库存查询视图","2","",""
"CDIWCS_WMS_DIFFQTY_V","","2","",""
"CDIWCS_WMS_DIFFQTY_V1","","2","",""
"CNBG_CAR_UPLOADHISTORYDATA_V","","2","",""
"CNBG_CAR_UPLOADREALDATA_V","","2","",""
"CNBG_INCUBATOR_UPLOADRAWDATA_V","","2","",""
"CNBG_LUYAN_TRDOC_V","","2","",""
"CNBG_TRANSPORT_NODE_V","","2","",""
"CNBG_WAREHOUSE_UPLOADRAWDATA_V","","2","",""
"LYWMS2TRACK_IN_ORDER_DTL_V","","2","",""
"LYWMS2TRACK_IN_ORDER_V","","2","",""
"LYWMS2TRACK_OUT_GOODSMSG_V","","2","",""
"LYWMS2TRACK_OUT_ORDER_DTL_V","","2","",""
"LYWMS2TRACK_OUT_ORDER_V","","2","",""
"WMS_GO_BILL_COST_DOC_V","","2","",""
"WMS_GO_BILL_COST_DTL_V","","2","",""
"WMS_GO_BILL_DOC_V","","2","",""
"WMS_GO_BILL_DTL_V","","2","",""
"ZX_18001_V","","2","",""
"ZX_18002_V","","2","",""
"ZX_18003_V","","2","",""
"ZX_19000_V","","2","",""
"ZX_19001_V","","2","",""
"ZX_19002_V","","2","",""
"ZX_19003_V","","2","",""
"ZX_19004_V","","2","",""
"ZX_19005_V","","2","",""
"ZX_19006_V","","2","",""
"ZX_19006_WMSECODE_V","","2","",""
"ZX_19007_V","","2","",""
"ZX_19008_V","","2","",""
"ZX_19009_V","","2","",""
"ZX_19010_V","","2","",""
"ZX_19011_V","","2","",""
"ZX_19012_V","","2","",""
"ZX_19013_V","","2","",""
"ZX_19014_V","","2","",""
"ZX_19015_V","","2","",""
"ZX_19016_V","","2","",""
"ZX_19017_V","","2","",""
"ZX_19018_V","","2","",""
"ZX_19019_V","","2","",""
"ZX_19020_V","","2","",""
"ZX_19101_V","","2","",""
"ZX_19102_V","","2","",""
"ZX_19103_V","","2","",""
"ZX_19104_V","","2","",""
"ZX_500008_V","","2","",""
"ZX_500009_V","","2","",""
"ZX_500010_V","","2","",""
"ZX_500011_V","","2","",""
"ZX_500012_V","","2","",""
"ZX_500013_V","","2","",""
"ZX_500014_V","","2","",""
"ZX_500015_V","","2","",""
"ZX_500016_V","","2","",""
"ZX_500017_V","","2","",""
"ZX_500018_V","","2","",""
"ZX_500019_V","","2","",""
"ZX_500020_V","","2","",""
"ZX_500021_V","","2","",""
"ZX_500022_V","","2","",""
"ZX_500023_V","","2","",""
"ZX_500024_V","","2","",""
"ZX_500025_V","","2","",""
"ZX_710085_V","","2","",""
"ZX_730002_V","","2","",""
"ZX_XYJK_V","","2","",""
"BOND_WAREHOUSE_INOUT_V","","2","",""
"LY_INORDER_DTL_WMSST","","1","",""
"LY_INORDER_DTL","","1","",""
"LY_INORDER_DTL_IWCSST","","1","",""
"LY_INORDER_FINISH","","1","",""
"KELUN_IMP_COMPANY","","1","",""
"KELUN_IMP_COMPANY_ADDITIONAL","","1","",""
"KELUN_IMP_COMPANY_BANKDATA","","1","",""
"KELUN_IMP_COMPANY_ADDRESS","","1","",""
"KELUN_IMP_COMPANY_SALESAREA","","1","",""
"KELUN_IMP_COMPANY_CONPANYDATA","","1","",""
"KELUN_IMP_LOSSES","","1","",""
"KELUN_IMP_LOSSES_ITEM","","1","",""
"KELUN_IMP_PURCHASE","","1","",""
"KELUN_IMP_PURCHASE_ITEM","","1","",""
"KELUN_IMP_SALE","","1","",""
"KELUN_IMP_SALE_ITEM","","1","",""
"TPL_PUB_GOODS_HIS","","1","",""
"TPL_PUB_GOODS_PACKS_HIS","","1","",""
"UPDATE_RECORD_GOODSMSG","","1","",""
"LY_API_IMP_GOODS_PACKS","","1","",""
"LY_API_IMP_GOODS","","1","",""
"ZX_710092","","1","",""
"ZX_710091","","1","",""
"LY_API_IMP_INORDER","","1","",""
"LY_API_IMP_INORDER_DTL","","1","",""
"LY_API_IMP_COMPANY","","1","",""
"LY_API_IMP_ADDRESS","","1","",""
"LY_API_INORDER_FINISH","","1","",""
"ZX_710093","","1","",""
"ZX_IMP_INORDER_GHL","","1","",""
"ZX_710095_DOC","","1","",""
"ZX_710095_DTL","","1","",""
"KELUN_EXP_SALE","","1","",""
"KELUN_EXP_SALE_ITEM","","1","",""
"LY_API_IMP_INVOMSG_PO","","1","",""
"ZX_WMS_TO_FENGBAO","","1","",""
"ZX_QX_GHFC_SPBH","","1","",""
"XYUE_TEST2","","1","",""
"GSP_EMPLOYEE_OP","","1","",""
"GSP_MANAGE_OP_LIST","","1","",""
"XYUE_CHANGE_LOT","","1","",""
"XYUE_8133COMPANY_20240827BAK","","1","",""
"XYUE_IMP_8133COMPANY","","1","",""
"XYUE_8133GOODS_20240827BAK","","1","",""
"XYUE_IMP_8133GOODS","","1","",""
"XYUE_XT_ORDER","","1","",""
"WMS_WORKLOAD_DTL_SC","","1","",""
"ZX_PURCHASE_INVNO","","1","",""
"ZX_PURCHASE_INVNO_HIS","","1","",""
"KELUN_IMP_SALE_ADDITIONAL","","1","",""
"XYUE_NDPCD","","1","",""
"LY_OUTORDER_FINISH","","1","",""
"LY_OUTORDER_DTL","","1","",""
"LY_OUTORDER_DTL_WMSST","","1","",""
"KELUN_CONFIG","","1","",""
"LY_OUTORDER_DTL_IWCSST","","1","",""
"LY_OUTORDER_DTL_PACKMSG","","1","",""
"XYUE_TMP_ORDERID","","1","",""
"TPL_GOODS_HIS","","1","",""
"TPL_GOODS_PACKS_HIS","","1","",""
"XYUE_CHANGE_PUBGOODSID_TMP","","1","",""
"XYUE_ERPGOODSID_IWCSFLAG","","1","",""
"XYUE_ERPGOODSID_IWCSFLAG1","","1","",""
"XYUE_MYFALE","","1","",""
"XYUE_MYFALE1","","1","",""
"XYUE_TMP_20241222","","1","",""
"XYUE_TMP_ADD_4201","","1","",""
"WMS_GOODS_FEATURE_HIS","","1","",""
"XYUE_TMP_2GOODSID","","1","",""
"XYUE_TMP_2GOODSID_OWNERGOODSID","","1","",""
"XYUE_ADD_PUBCOMPANY","","1","",""
"LY_GSP_QUALITY_FEEDBACK","","1","",""
"TEMP_BUSCOPE","","1","",""
"CHW_TMP_SECTION","","1","",""
"LY_API_IMP_INVOMSG","","1","",""
"XYUE_TMP_PD_GOODSID1","","1","",""
"XYUE_REBACK_GOODSID","","1","",""
"KELUN_EXP_PURCHASE","","1","",""
"XYUE_OUT_ORDER","","1","",""
"KELUN_IMP_GOODS_CHARACTERISTIC","","1","",""
"KELUN_EXP_PURCHASE_ITEM","","1","",""
"KELUN_IMP_GOODS_PACKS","","1","",""
"KELUN_IMP_GOODS","","1","",""
"KELUN_IMP_GOODS_CLASSIFICATION","","1","",""
"BOND_WAREHOUSE_QTY_V","","2","",""
"LY_API_INORDER_FINISH_V","","2","",""
"LY_API_LOT_MODIFY_V","","2","",""
"LY_API_OUTORDER_FINISH","","2","",""
"LY_API_OUTORDER_PACKINGMSG","","2","",""
"LY_API_QUAILTY_FEEDBACK_V","","2","",""
"LY_API_QUERY_CONSERVE_V","","2","",""
"LY_API_QUERY_INCHECK_V","","2","",""
"LY_API_QUERY_OUTCHECK_V","","2","",""
"LY_API_QUERY_RECEIPT_V","","2","",""
"LY_API_QUERY_STQTY_V","","2","",""
"LY_API_QUERY_TR_V","","2","",""
"LY_API_TRADE_ORDER_V","","2","",""
"MSFX_TRANSPORTTEMP_V1","","2","",""
"TPLA_EDI_T340_20250122BAK_V","","2","",""
"WMS_ECODE_RECORD_V_BAK20240623","","2","",""
"WMS_ST_IO_DOC_V20240402","","2","",""
"WMS_ST_IO_DOC_V_240402_1","","2","",""
"XYUE_ECODE_TEST_V","","2","",""
"ZX_19023_V","","2","",""
"ZX_19024_V","","2","",""
"ZX_19025_V","","2","",""
"ZX_19105_V","","2","",""
"ZX_19106_V","","2","",""
"ZX_19108_V","","2","",""
"ZX_20000_V","","2","",""
"ZX_20001_V","","2","",""
"ZX_20002_V","","2","",""
"ZX_20003_V","","2","",""
"ZX_20004_V","","2","",""
"ZX_20005_V","","2","",""
"ZX_20006_V","","2","",""
"ZX_20007_V","","2","",""
"ZX_20008_V","","2","",""
"ZX_20009_V","","2","",""
"ZX_20010_V","","2","",""
"ZX_20011_V","","2","",""
"ZX_20012_V","","2","",""
"ZX_20013_V","","2","",""
"ZX_20018_V","","2","",""
"ZX_20019_V","","2","",""
"ZX_21001_V","","2","",""
"ZX_21002_V","","2","",""
"ZX_21003_V","","2","",""
"ZX_21004_V","","2","",""
"ZX_21005_V","","2","",""
"ZX_6303_V","","2","",""
"ZX_710090_V","","2","",""
"ZX_710091_V","","2","",""
"ZX_710092_V","","2","",""
"ZX_710093_V","","2","",""
"ZX_710095_DOC_V","","2","",""
"ZX_710095_DTL_V","","2","",""
"ZX_710097_V","","2","",""
"ZX_710098_V","","2","",""
"ZX_710100_V","","2","",""
"ZX_710101_V","","2","",""
"ZX_710102_V","","2","",""
"ZX_710104_V","","2","",""
"ZX_710105_V","","2","",""
"ZX_81012_V","","2","",""
"ZX_8701_V","","2","",""
"ZX_KL_ST_QTY_LST_V","","2","",""
